rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,
250,24,Northwestern University,83.1,250,74.3,29,82.1,26,97.6,47,81.6,112,65.3,378,United States,"18,735",13,19%,50:50:00,Northwestern University,"Computer Science,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Civil Engineering,Sociology,Education,General Engineering,History, Philosophy & Theology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Other Health",FALSE,FALSE,
260,26,New York University,82.4,260,75.4,28,83.1,25,94.7,82,41.4,692,72.3,288,United States,"45,424",11,35%,57:43:00,New York University,"Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Law,Art, Performing Arts & Design,Business & Management,Chemical Engineering,General Engineering,Computer Science,Accounting & Finance,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Archaeology,Economics & Econometrics,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Architecture,Psychology,Civil Engineering,Chemistry,History, Philosophy & Theology",FALSE,FALSE,
270,27,London School of Economics and Political Science,80.8,270,68,34,80.8,27,94.4,85,35.8,1278,92.7,77,United Kingdom,"10,910",12.1,72%,53:47:00,London School of Economics and Political Science,"History, Philosophy & Theology,Mathematics & Statistics,Geography,Psychology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Business & Management,Sociology,Law",FALSE,FALSE,
280,28,Carnegie Mellon University,80.6,280,64.7,44,80,28,99,26,59,275,80.8,195,United States,"14,163",13.5,47%,43:57:00,Carnegie Mellon University,"Accounting & Finance,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Chemistry,Physics & Astronomy,Psychology,Architecture",FALSE,FALSE,
290,29,University of Washington,79.8,290,68.8,32,78.8,30,99,28,46.3,492,61.7,431,United States,"52,059",11.6,17%,54:46:00,University of Washington,"Psychology,History, Philosophy & Theology,Other Health,Chemistry,Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Physics & Astronomy,Agriculture & Forestry,Computer Science,Biological Sciences,Archaeology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Geography",FALSE,FALSE,
300,30,University of Edinburgh,78.9,300,66.1,42,74.2,36,95.6,71,40.2,775,95.2,41,United Kingdom,"31,630",12.1,44%,61:39:00,University of Edinburgh,"Computer Science,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Veterinary Science,Archaeology,Physics & Astronomy,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Architecture,Chemistry,Sport Science,Other Health,Sociology,Geography,Languages, Literature & Linguistics,Art, Performing Arts & Design,Civil Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Law,Chemical Engineering,Economics & Econometrics,Psychology,Biological Sciences",FALSE,FALSE,
310,30,University of Hong Kong,78.9,310,66.2,41,72.2,41,95,78,58.5,282,98.8,7,Hong Kong,"18,037",18.3,43%,54:46:00,University of Hong Kong,"Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Business & Management,Geography,Medicine & Dentistry,Biological Sciences,Other Health,Communication & Media Studies,Mathematics & Statistics,Accounting & Finance,Education,Law,Mechanical & Aerospace Engineering,Architecture,Psychology,Economics & Econometrics,Chemistry,General Engineering,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology",FALSE,FALSE,
320,32,LMU Munich,78.6,320,68.1,33,77.9,32,90.3,141,100,5,69.1,334,Germany,"34,274",33.7,18%,61:39:00,LMU Munich Ludwig-Maximilians-Universität München,"Psychology,Education,Computer Science,Business & Management,Law,Sociology,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences,Geography,Other Health,Archaeology,Physics & Astronomy,Art, Performing Arts & Design,Chemistry,Communication & Media Studies,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Veterinary Science,Politics & International Studies (incl Development Studies)",FALSE,FALSE,
330,33,University of Melbourne,77.8,330,67.5,37,73.8,38,88.4,169,74.9,158,94,58,Australia,"52,098",26.5,50%,57:43:00,University of Melbourne UniMelb Australia,"Art, Performing Arts & Design,Sociology,Medicine & Dentistry,Agriculture & Forestry,Sport Science,Law,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Geography,Chemical Engineering,Politics & International Studies (incl Development Studies),Education,Business & Management,Psychology,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Veterinary Science,Communication & Media Studies,Other Health,Mathematics & Statistics,General Engineering,Accounting & Finance,Architecture,Chemistry,Civil Engineering",FALSE,FALSE,
340,34,"University of California, San Diego",77.7,340,60.5,56,75.6,34,97.9,41,96.6,45,68.1,342,United States,"36,256",12.2,29%,48:52:00,"University of California, San Diego","Other Health,Computer Science,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Sociology,History, Philosophy & Theology,Education,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Civil Engineering,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
350,35,King’s College London,76,350,57.6,65,71.2,44,96.9,57,43.7,577,95.9,30,United Kingdom,"28,250",12,49%,62:38:00,King’s College London,"Accounting & Finance,Geography,Economics & Econometrics,Computer Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Chemistry,Other Health,Law,Archaeology,Psychology,Electrical & Electronic Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Education,Mathematics & Statistics,General Engineering,Biological Sciences,Sport Science,Sociology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Physics & Astronomy,Business & Management",FALSE,FALSE,
360,35,The University of Tokyo,76,360,86.9,13,90.3,17,58.2,623,88.1,88,42,836,Japan,"25,959",10.6,14%,,The University of Tokyo,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Computer Science,Communication & Media Studies,Archaeology,General Engineering,Geography,Business & Management,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Biological Sciences,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Veterinary Science,Electrical & Electronic Engineering,Medicine & Dentistry,History, Philosophy & Theology,Education,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Architecture,Chemistry,Psychology",FALSE,FALSE,
370,37,University of British Columbia,75.8,370,61.6,54,74,37,89.4,150,47.4,453,94.9,45,Canada,"54,744",18.9,33%,55:45:00,University of British Columbia,"Psychology,Geography,Biological Sciences,General Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Education,Civil Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Archaeology,Law,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Architecture,Art, Performing Arts & Design,Computer Science,Sport Science,Sociology,Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology",FALSE,FALSE,
380,38,Technical University of Munich,75.6,380,64.5,45,74.8,35,85.5,210,100,10,76.1,252,Germany,"32,672",38.7,33%,37 : 63,Technical University of Munich,"Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Accounting & Finance,Business & Management,Civil Engineering,Physics & Astronomy,Computer Science,Mathematics & Statistics,Education,Sport Science,Architecture,General Engineering,Agriculture & Forestry,Sociology",FALSE,FALSE,
390,39,Karolinska Institute,74.3,390,55.1,82,71,47,94.2,87,70.5,192,86.2,148,Sweden,"7,937",9.6,24%,69:31:00,Karolinska Institute,"Education,Psychology,Chemical Engineering,Other Health,Mathematics & Statistics,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Business & Management",FALSE,FALSE,
400,40,École Polytechnique Fédérale de Lausanne,74.1,400,63.8,48,67,56,85.5,209,74.9,157,98.3,11,Switzerland,"11,266",12.3,62%,29 : 71,École Polytechnique Fédérale de Lausanne,"Architecture,General Engineering,Chemistry,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Civil Engineering,Mathematics & Statistics,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering",FALSE,FALSE,
410,40,Paris Sciences et Lettres – PSL Research University Paris,74.1,410,69.1,31,71.2,45,80.1,287,78.7,132,80.5,200,France,"20,547",15.1,25%,47:53:00,Paris Sciences et Lettres – PSL Research University Paris,"History, Philosophy & Theology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Other Health,Politics & International Studies (incl Development Studies),Chemical Engineering,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,Civil Engineering,Economics & Econometrics,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Geography,Physics & Astronomy,Biological Sciences,Computer Science",FALSE,FALSE,
420,42,Universität Heidelberg,73.6,420,67.9,35,59.9,78,95.5,74,54.2,329,69.6,327,Germany,"19,530",13.9,19%,55:45:00,Universität Heidelberg,"History, Philosophy & Theology,Sport Science,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Law,Education,Mathematics & Statistics,Geography,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Other Health,Psychology,Chemistry,Sociology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry",FALSE,FALSE,
430,42,KU Leuven,73.6,430,59.1,61,73.2,40,86.2,201,99.2,26,74.2,264,Belgium,"46,327",36.3,16%,51:49:00,KU Leuven,"Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Business & Management,Education,General Engineering,Psychology,Economics & Econometrics,Computer Science,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Other Health,Civil Engineering,Biological Sciences,Communication & Media Studies,Archaeology,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Agriculture & Forestry,Architecture,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry",FALSE,FALSE,
440,44,McGill University,73.4,440,63.3,50,70.9,48,83.9,234,45.3,518,91.5,92,Canada,"31,581",12.6,32%,59:41:00,McGill University,"Accounting & Finance,Education,Biological Sciences,Art, Performing Arts & Design,Archaeology,Law,Politics & International Studies (incl Development Studies),Other Health,Computer Science,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Civil Engineering,Psychology,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies",FALSE,FALSE,
450,45,Georgia Institute of Technology,73.3,450,58.2,63,69.4,53,91.4,124,71.4,183,77.7,232,United States,"27,838",25.7,25%,33 : 67,Georgia Institute of Technology,"Architecture,Computer Science,Business & Management,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Languages, Literature & Linguistics,Sociology,Accounting & Finance,Geography,Psychology,Art, Performing Arts & Design,Mathematics & Statistics",FALSE,FALSE,
460,46,"Nanyang Technological University, Singapore",73,460,57.2,68,70.3,49,85.1,216,87,92,93.9,59,Singapore,"23,951",14.7,24%,48:52:00,"Nanyang Technological University, Singapore NTU Nan yang","Civil Engineering,Economics & Econometrics,Psychology,Education,Sport Science,Sociology,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,Mechanical & Aerospace Engineering,Chemistry,Communication & Media Studies,Other Health,Computer Science,General Engineering,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Art, Performing Arts & Design,History, Philosophy & Theology",FALSE,FALSE,
470,47,University of Texas at Austin,72.9,470,67.9,36,71.5,43,89.4,153,50.1,393,39.8,899,United States,"49,845",16.7,10%,53:47:00,University of Texas at Austin,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",FALSE,FALSE,
480,48,University of Illinois at Urbana-Champaign,72.6,480,65.7,43,77.3,33,80.9,270,50,395,55.4,531,United States,"47,202",18.3,23%,48:52:00,University of Illinois at Urbana-Champaign,"Art, Performing Arts & Design,Computer Science,Archaeology,General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Business & Management,Geography,History, Philosophy & Theology,Other Health,Sport Science,Psychology,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Education,Accounting & Finance,Civil Engineering,Veterinary Science,Biological Sciences,Physics & Astronomy",FALSE,FALSE,
490,49,Chinese University of Hong Kong,71.3,490,55.1,80,58.6,85,95,77,60.2,265,95,43,Hong Kong,"18,478",19.1,25%,,Chinese University of Hong Kong CUHK,"General Engineering,Education,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Geography,Accounting & Finance,Other Health,Medicine & Dentistry,Economics & Econometrics,Psychology,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Business & Management,Art, Performing Arts & Design,Law,Computer Science,Biological Sciences",FALSE,FALSE,
500,50,University of Manchester,71.2,500,56.4,74,65,62,89.1,159,45.6,504,92.4,82,United Kingdom,"36,545",14.3,43%,54:46:00,University of Manchester,"Archaeology,Chemical Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,Geography,Education,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Chemistry,Computer Science,Biological Sciences,Architecture,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Law,Civil Engineering,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
10,1,University of Oxford,96.4,10,92.3,5,99.7,1,99,28,74.9,158,96.2,28,United Kingdom,"20,965",10.6,42%,48:52:00,University of Oxford,"Accounting & Finance,General Engineering,Communication & Media Studies,Biological Sciences,Art, Performing Arts & Design,Other Health,Mathematics & Statistics,Education,Civil Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Business & Management,Mechanical & Aerospace Engineering,Geography,History, Philosophy & Theology,Computer Science,Chemistry,Chemical Engineering,Psychology,Archaeology,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
20,2,Harvard University,95.2,20,94.8,1,99,3,99.3,20,49.5,418,80.5,214,United States,"21,887",9.6,25%,50:50:00,Harvard University,"Mathematics & Statistics,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Business & Management,General Engineering,Geography,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Sociology,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Psychology,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Architecture,Medicine & Dentistry,Law,Physics & Astronomy,Education,History, Philosophy & Theology",FALSE,FALSE,
30,3,University of Cambridge,94.8,30,90.9,7,99.5,2,97,61,54.2,335,95.8,34,United Kingdom,"20,185",11.3,39%,47:53:00,University of Cambridge,"Business & Management,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Archaeology,Education,Chemistry,Architecture,Other Health,Veterinary Science,Sociology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geography,Accounting & Finance,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Mathematics & Statistics",FALSE,FALSE,
40,3,Stanford University,94.8,40,94.2,2,96.7,7,99.8,16,65,232,79.8,223,United States,"16,164",7.1,24%,46:54:00,Stanford University,"Physics & Astronomy,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Medicine & Dentistry,Education,Communication & Media Studies,Chemistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Psychology,Mathematics & Statistics,Biological Sciences,Sociology,Law,Accounting & Finance,Business & Management,Archaeology,General Engineering,Civil Engineering,Chemical Engineering,Other Health,Economics & Econometrics,Electrical & Electronic Engineering,Veterinary Science",FALSE,FALSE,
50,5,Massachusetts Institute of Technology,94.2,50,90.7,8,93.6,11,99.8,15,90.9,62,89.3,119,United States,"11,415",8.2,33%,40 : 60,Massachusetts Institute of Technology,"Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,History, Philosophy & Theology,Other Health,General Engineering,Biological Sciences,Computer Science,Architecture,Geology, Environmental, Earth & Marine Sciences,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Chemical Engineering,Business & Management,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Civil Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies)",FALSE,FALSE,
60,6,California Institute of Technology,94.1,60,90.9,6,97,5,97.3,55,89.8,69,83.6,176,United States,"2,237",6.2,34%,37 : 63,California Institute of Technology caltech,"Languages, Literature & Linguistics,Economics & Econometrics,Civil Engineering,Mathematics & Statistics,General Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Chemical Engineering,Business & Management,Biological Sciences,History, Philosophy & Theology,Chemistry,Mechanical & Aerospace Engineering",FALSE,FALSE,
70,7,Princeton University,92.4,70,87.6,12,95.9,8,99.1,25,66,221,80.3,215,United States,"8,279",8,23%,46:54:00,Princeton University,"Languages, Literature & Linguistics,Biological Sciences,Other Health,Psychology,Sociology,Mechanical & Aerospace Engineering,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Architecture,Agriculture & Forestry,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
80,8,"University of California, Berkeley",92.1,80,86.4,14,95.8,9,99,27,76.8,145,78.4,238,United States,"40,921",18.4,24%,52:48:00,"University of California, Berkeley","Communication & Media Studies,Education,Civil Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Agriculture & Forestry,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Chemical Engineering,Business & Management,Archaeology,Law,Physics & Astronomy,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,General Engineering,Other Health",FALSE,FALSE,
90,9,Yale University,91.4,90,92.6,3,92.7,14,97,66,55,323,70.9,335,United States,"13,482",5.9,21%,52:48:00,Yale University,"Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Other Health,Accounting & Finance,Architecture,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Agriculture & Forestry,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Chemistry,Physics & Astronomy,Archaeology,Biological Sciences,Computer Science,Psychology,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Sociology",FALSE,FALSE,
100,10,Imperial College London,90.4,100,82.8,16,90.8,17,98.3,40,59.8,274,97.5,17,United Kingdom,"18,545",11.2,61%,40 : 60,Imperial College London,"Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Civil Engineering,Other Health,Electrical & Electronic Engineering,Biological Sciences",FALSE,FALSE,
110,11,Columbia University,89.4,110,89.4,10,87.7,21,97.1,57,44.8,569,79.9,219,United States,"21,781",4.5,38%,,Columbia University,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",FALSE,FALSE,
120,11,ETH Zurich,89.4,120,82.6,17,95.4,10,90.7,135,59.1,279,97.7,14,Switzerland,"21,665",14.8,41%,33 : 67,ETH Zurich,"Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,Civil Engineering,Agriculture & Forestry,Medicine & Dentistry,Other Health,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Biological Sciences,Architecture,Education,Chemistry",FALSE,FALSE,
130,13,The University of Chicago,88.9,130,86.5,13,88.8,19,97.7,49,56.2,303,74.2,283,United States,"15,366",6,36%,47:53:00,The University of Chicago,"Business & Management,Physics & Astronomy,Economics & Econometrics,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology,Archaeology,Computer Science,Art, Performing Arts & Design,Geography,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Chemistry",FALSE,FALSE,
140,14,University of Pennsylvania,88.8,140,86,15,88.8,20,97,65,75.8,151,71.5,327,United States,"21,453",6.3,23%,53:47:00,University of Pennsylvania,"Economics & Econometrics,Archaeology,Medicine & Dentistry,Geography,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Law,Veterinary Science,Sociology,Biological Sciences,Psychology,Civil Engineering,Computer Science,Sport Science,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Agriculture & Forestry,Other Health,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemical Engineering,Education,Architecture,Physics & Astronomy,General Engineering,History, Philosophy & Theology",FALSE,FALSE,
150,15,Johns Hopkins University,88.3,150,79.4,21,91.5,15,97,64,89.5,73,75.3,266,United States,"17,584",4.7,29%,53:47:00,Johns Hopkins University,"Sociology,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Accounting & Finance,Archaeology,Psychology,Biological Sciences,Art, Performing Arts & Design,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Economics & Econometrics,Chemical Engineering,Education,Languages, Literature & Linguistics,Chemistry,Other Health,Physics & Astronomy,Computer Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology",FALSE,FALSE,
160,16,Tsinghua University,88.2,160,90.1,9,97.4,4,88,182,100,9,40.3,951,China,"38,324",11.6,10%,,Tsinghua University Qinghua University Tsing hua University Qing hua University,"Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Geography,Education,Other Health,Communication & Media Studies,Sociology,Accounting & Finance,Architecture,Chemistry,Chemical Engineering,History, Philosophy & Theology,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Business & Management,Medicine & Dentistry,Civil Engineering,Psychology,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sport Science,Computer Science,Archaeology,Politics & International Studies (incl Development Studies),Law,Biological Sciences",FALSE,FALSE,
170,17,Peking University,88.1,170,92.5,4,96.7,6,80.4,308,91.8,60,65,409,China,"31,994",10.3,19%,,Peking University,"Other Health,Physics & Astronomy,Business & Management,Psychology,Education,Biological Sciences,Medicine & Dentistry,Communication & Media Studies,Art, Performing Arts & Design,General Engineering,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Sociology,Archaeology,Accounting & Finance,Law,Geography,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
